title,vote_average,vote_count,release_date,revenue,overview,poster_path,youtubeId
Back to the Future Part II,7.752,11817,1989-11-22,332000000,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",/hQq8xZe5uLjFzSBt4LanNP7SQjl.jpg,MdENmefJRpw
Terminator 2: Judgment Day,8.104,11744,1991-07-03,520000000,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",/5M0j0B18abtBI5gi2RhfjjurTqb.jpg,F1os6UU6jhU
Drive,7.572,11718,2011-09-15,78054825,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",/602vevIURmpDfzbnv5Ubi6wIkQm.jpg,lDO_OtAwV8s
Pacific Rim,6.878,11567,2013-07-11,411002906,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,zA92Rw6kNWw
Wreck-It Ralph,7.3,11546,2012-11-01,471222889,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",/zWoIgZ7mgmPkaZjG0102BSKFIqQ.jpg,JPSQOomMWro
Ted,6.407,11513,2012-06-29,549368315,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",/1QVZXQQHCEIj8lyUhdBYd2qOYtq.jpg,9fbo_pQvU7M
The Great Gatsby,7.379,11505,2013-05-09,351040419,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",/nimh1rrDDLhgpG8XAYoUZXHYwb6.jpg,c_3bob4nPdM
Zombieland,7.3,11466,2009-10-07,102391540,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg,8m9EVP8X7N8
Silver Linings Playbook,7.13,11327,2012-11-16,236412453,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",/y7iOVneBvITlBdhy6tVqXVOa1Js.jpg,4sDljwL1KyM
Shrek 2,7.249,11323,2004-05-19,928760770,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,dB7a9utApIQ
2012,5.819,11300,2009-10-10,791217826,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",/zaqam2RNscH5ooYFWInV6hjx6y5.jpg,sFXGrTng0gQ
Prometheus,6.535,11255,2012-05-30,403354469,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",/m7nZCtHJyDLncBUarfM5h5mrppx.jpg,HHcHYisZFLU
Good Will Hunting,8.149,11111,1997-12-05,225933435,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg,DyiPHC_VQFY
Fifty Shades of Grey,5.882,11101,2015-02-11,571006128,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,S7jE27USh68
Rise of the Planet of the Apes,7.289,10799,2011-08-03,482860185,"A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",/cjLsuP75UDlRdJVMXzXg3TJ4umX.jpg,EbCoDf44oCE
Ocean's Eleven,7.43,10774,2001-12-07,450717150,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg,ImMGNQ2OEjo
Prisoners,8.091,10748,2013-09-19,122126687,"Keller Dover faces a parent's worst nightmare when his 6-year-old daughter, Anna, and her friend go missing. The only lead is an old motorhome that had been parked on their street. The head of the investigation, Detective Loki, arrests the driver, but a lack of evidence forces Loki to release his only suspect. Dover, knowing that his daughter's life is at stake, decides that he has no choice but to take matters into his own hands.",/tuZhZ6biFMr5n9YSVuHOJnNL1uU.jpg,bpXfcTF6iVk
12 Years a Slave,7.945,10603,2013-10-18,187000000,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",/xdANQijuNrJaw1HA61rDccME4Tm.jpg,v2fDTOdWuQQ
2001: A Space Odyssey,8.076,10575,1968-04-02,71923560,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,bAZgLxuBtbo
Tangled,7.599,10539,2010-11-24,592461732,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",/ym7Kst6a4uodryxqbGOxmewF235.jpg,gsYKF8ecC8g
X-Men,6.996,10530,2000-07-13,296339527,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",/bRDAc4GogyS9ci3ow7UnInOcriN.jpg,Iy5R5_T243w
Kung Fu Panda,7.24,10503,2008-06-04,631744560,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,PXi3Mv6KMzY
Transformers,6.8,10477,2007-06-27,709709780,Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,/phAFhKOEhOGLIuH0brr5EenAckY.jpg,ejxQOv53lXs
E.T. the Extra-Terrestrial,7.512,10467,1982-06-11,792965500,"An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg,SJM_ArX1bDA
Dawn of the Planet of the Apes,7.306,10321,2014-06-26,710644566,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",/kScdQEwS9jPEdnO23XjGAtaoRcT.jpg,DpSaTrW4leg
Die Hard,7.775,10202,1988-07-15,140767956,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",/yFihWxQcmqcaBR31QM6Y8gT6aYV.jpg,2TQ-pOvI6Xo
Nightcrawler,7.703,10032,2014-10-23,50300000,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,UXnKOuUHQAI
Oblivion,6.618,10015,2013-04-10,286168572,"Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",/eO3r38fwnhb58M1YgcjQBd3VNcp.jpg,UsjdRsrR6cs
Bruce Almighty,6.706,10010,2003-05-23,484592874,"Bruce Nolan toils as a 'human interest' television reporter in Buffalo, N.Y., but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God—and the Almighty responds, endowing Bruce with all of His divine powers.",/f0QqG14SZYYZcV4VWykVc5w13dz.jpg,JjEm2wjz0K0
Gran Torino,7.994,10003,2008-12-12,269958228,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg,vLkBUix_D3U
Slumdog Millionaire,7.734,9916,2008-11-12,378410542,"A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",/5leCCi7ZF0CawAfM5Qo2ECKPprc.jpg,AIzbwV7on6Q
Limitless,7.186,9900,2011-03-08,161849455,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",/hv5JMCrMVLvV6HKPf9FcBuyk2MG.jpg,6d1Uc68wt3c
Jumanji,7.239,9833,1995-12-15,262821940,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",/vgpXmVaVyUL7GGiDeiK1mKEKzcX.jpg,3LPANjHlPxo
