movie_title,cinema_name,date_time
Wendy and Lucy,Grand View Cinema,2024-09-11 21:23:55
Blood Moon,CineLux,2024-09-03 07:17:58
Cherry 2000,CineStar Plaza,2024-08-30 07:48:32
Fay Grim,CineStar Plaza,2024-09-18 21:30:45
Zerophilia,Regal Cinema,2024-09-22 14:24:53
The Amazing Spider-Man 2,Grand View Cinema,2024-09-25 11:17:53
Sweetwater,CineLux,2024-09-23 16:59:29
Magnolia,Galaxy Cinema,2024-09-22 11:01:31
Light Gradient,Grand View Cinema,2024-09-19 18:28:16
Astro Boy,CineStar Plaza,2024-09-22 12:30:39
Caravaggio,Regal Cinema,2024-09-16 00:03:36
Finding Amanda,Starlight Theatre,2024-09-20 12:30:22
Flushed Away,Regal Cinema,2024-09-24 03:12:02
Raze,Regal Cinema,2024-09-05 14:16:25
Countdown to Zero,CineLux,2024-09-01 16:40:45
Bring It On Again,Grand View Cinema,2024-09-20 21:38:08
Closer,Starlight Theatre,2024-09-25 08:51:17
Would You Rather,CineLux,2024-09-16 07:41:49
Last Man Standing,Regal Cinema,2024-09-12 05:45:23
Renegades,Riviera Cinema,2024-09-21 14:29:03
Essential Killing,Grand View Cinema,2024-09-03 11:43:23
Taxi to the Dark Side,Riviera Cinema,2024-09-23 21:35:27
Primer,Silver Screen Cinema,2024-09-23 23:54:07
Starship Troopers: Invasion,CineStar Plaza,2024-09-19 09:30:41
What Just Happened,Galaxy Cinema,2024-09-09 13:22:01
Perfect Blue,Regal Cinema,2024-09-03 17:46:58
Natural Selection,CineLux,2024-09-25 02:33:56
Fire,Galaxy Cinema,2024-09-20 07:51:15
Albert Nobbs,Regal Cinema,2024-09-01 18:02:11
Norbit,CineLux,2024-09-19 16:27:11
Gotti,Starlight Theatre,2024-09-02 16:54:57
Licence to Kill,Riviera Cinema,2024-08-31 23:34:25
Big Miracle,Starlight Theatre,2024-09-06 03:07:51
Disconnect,Grand View Cinema,2024-09-07 09:44:45
Deep Water,Galaxy Cinema,2024-09-21 22:31:18
Tracker,Galaxy Cinema,2024-09-20 20:13:37
Premium Rush,CineLux,2024-09-25 04:00:27
Rewind This!,Silver Screen Cinema,2024-09-13 18:08:55
Surf's Up,Riviera Cinema,2024-09-12 10:29:42
April Showers,Riviera Cinema,2024-09-01 04:16:35
Wild Target,Silver Screen Cinema,2024-09-09 13:30:27
Return to Oz,Starlight Theatre,2024-09-14 12:59:53
Walk Hard: The Dewey Cox Story,Galaxy Cinema,2024-09-19 14:45:26
Happy People: A Year in the Taiga,Regal Cinema,2024-09-20 07:31:37
P2,Regal Cinema,2024-09-06 02:23:45
In the Land of Women,Galaxy Cinema,2024-09-10 03:30:01
From Time to Time,CineStar Plaza,2024-09-14 07:09:05
Butterfly,Riviera Cinema,2024-09-15 19:52:38
Hobo with a Shotgun,CineStar Plaza,2024-09-06 18:02:58
Ghost Rider,Regal Cinema,2024-09-14 18:01:17
Pirates of the Caribbean: The Curse of the Black Pearl,Grand View Cinema,2024-08-30 01:58:29
Mama's Boy,Starlight Theatre,2024-09-12 20:53:49
Room 237,CineLux,2024-09-13 13:00:56
Tron,Silver Screen Cinema,2024-09-14 10:49:22
Melody,Silver Screen Cinema,2024-08-31 12:47:25
Case 39,Starlight Theatre,2024-09-19 03:58:20
From Paris with Love,CineLux,2024-09-19 05:55:17
Brothers,Grand View Cinema,2024-09-05 18:56:22
Tully,CineStar Plaza,2024-09-19 04:25:52
One Life,CineStar Plaza,2024-09-13 22:26:14
Magic Mike,Silver Screen Cinema,2024-09-10 09:13:08
Death on the Nile,Silver Screen Cinema,2024-09-22 01:57:58
Observe and Report,Regal Cinema,2024-09-04 10:21:55
Surrogates,CineStar Plaza,2024-09-13 03:00:31
Cosmopolis,CineLux,2024-09-24 15:58:34
The Butterfly Effect 2,Silver Screen Cinema,2024-09-17 15:09:35
Battle in Seattle,CineStar Plaza,2024-09-25 15:56:44
Final Fantasy VII: Advent Children,Regal Cinema,2024-09-20 15:43:01
Jay and Silent Bob Strike Back,Regal Cinema,2024-09-21 11:18:20
Star Trek III: The Search for Spock,Silver Screen Cinema,2024-09-04 13:10:02
Intersection,Riviera Cinema,2024-09-04 18:45:53
Get a Horse!,Silver Screen Cinema,2024-09-11 18:55:41
Over Her Dead Body,CineStar Plaza,2024-09-08 06:57:26
Mortdecai,CineLux,2024-09-07 11:09:21
Pain & Gain,Starlight Theatre,2024-09-16 10:00:28
River's Edge,Galaxy Cinema,2024-09-05 15:40:25
Tsotsi,Starlight Theatre,2024-09-19 03:26:06
October Baby,Grand View Cinema,2024-09-13 15:49:08
Belle,CineStar Plaza,2024-09-08 11:29:55
Lone Survivor,Riviera Cinema,2024-09-19 18:20:07
Ocean's Thirteen,Silver Screen Cinema,2024-09-22 21:58:10
Return to Oz,Silver Screen Cinema,2024-09-09 01:46:43
Dan in Real Life,Grand View Cinema,2024-09-12 20:16:09
Lesbian Vampire Killers,Galaxy Cinema,2024-09-08 11:03:04
Boogeyman,Riviera Cinema,2024-09-23 06:37:32
Star Trek,CineLux,2024-08-29 00:23:22
Religulous,CineStar Plaza,2024-09-10 06:28:15
Millions,CineStar Plaza,2024-09-02 19:01:11
Final Destination 5,Silver Screen Cinema,2024-09-02 02:45:04
Camouflage,Silver Screen Cinema,2024-09-22 01:11:18
Would You Rather,Starlight Theatre,2024-09-21 17:15:50
Sour Grapes,CineLux,2024-09-17 20:38:30
Blades of Glory,Silver Screen Cinema,2024-09-13 13:00:44
Cavemen,Silver Screen Cinema,2024-09-26 23:42:38
Restless,Grand View Cinema,2024-09-24 16:58:08
Miami Connection,Silver Screen Cinema,2024-09-17 19:09:23
Case 39,Silver Screen Cinema,2024-09-06 15:03:28
Essential Killing,Galaxy Cinema,2024-09-11 21:54:30
Blade: Trinity,Regal Cinema,2024-09-03 07:02:57
Trash Humpers,Grand View Cinema,2024-09-03 05:19:31
North Country,Riviera Cinema,2024-09-15 16:08:08
John Dies at the End,CineLux,2024-09-18 07:48:52
Escape from L.A.,Starlight Theatre,2024-08-30 17:41:55
Beverly Hills Cop II,Starlight Theatre,2024-09-15 10:59:25
Christmas Eve,CineLux,2024-09-08 23:12:38
Gotcha!,Starlight Theatre,2024-09-01 19:08:45
How to Rob a Bank,CineLux,2024-09-11 13:27:43
Chaos Theory,Silver Screen Cinema,2024-09-19 13:51:57
Police Academy 6: City Under Siege,Grand View Cinema,2024-08-31 15:06:30
Real Genius,Galaxy Cinema,2024-09-12 15:09:21
Green Lantern: First Flight,Silver Screen Cinema,2024-09-16 10:56:15
How to Train Your Dragon 2,Grand View Cinema,2024-09-20 04:50:58
30 Days of Night: Dark Days,Regal Cinema,2024-09-04 01:14:58
There Will Be Blood,Regal Cinema,2024-09-20 23:50:26
Rocky III,Silver Screen Cinema,2024-09-11 02:26:15
Friday,Starlight Theatre,2024-08-31 00:37:35
Knocked Up,CineLux,2024-09-26 21:44:21
Shattered,CineStar Plaza,2024-08-29 21:18:51
Wild America,CineLux,2024-09-18 12:33:42
Phantasm III: Lord of the Dead,Galaxy Cinema,2024-09-04 22:32:07
Stunt Rock,CineLux,2024-09-11 21:47:21
Don't Go in the House,Regal Cinema,2024-09-12 14:07:53
Belle,Grand View Cinema,2024-09-24 10:42:53
Death on the Nile,CineLux,2024-09-09 23:52:55
Black Snake Moan,CineLux,2024-09-08 06:44:27
Jay and Silent Bob Strike Back,Riviera Cinema,2024-09-10 09:33:02
Whisper,Riviera Cinema,2024-09-13 13:42:20
Master and Commander: The Far Side of the World,Starlight Theatre,2024-09-04 03:26:21
Trances,CineStar Plaza,2024-09-16 17:50:34
Paranormal Activity,Regal Cinema,2024-09-04 09:24:47
Parked,Silver Screen Cinema,2024-08-31 10:14:42
My Best Friend's Girl,Riviera Cinema,2024-09-11 07:19:25
Fire,Regal Cinema,2024-09-04 02:53:21
Star Trek: Nemesis,Regal Cinema,2024-09-20 01:17:33
Fun and Fancy Free,Regal Cinema,2024-09-05 21:43:20
Searching for Sugar Man,CineStar Plaza,2024-09-02 09:40:02
Enemy,Galaxy Cinema,2024-09-16 11:14:49
Contagion,Starlight Theatre,2024-09-12 08:19:50
2-Headed Shark Attack,Riviera Cinema,2024-09-23 22:06:32
Human Nature,Starlight Theatre,2024-09-21 04:42:20
Would You Rather,CineStar Plaza,2024-09-06 22:22:54
What to Expect When You're Expecting,Starlight Theatre,2024-09-11 16:46:25
Jack and Jill,Riviera Cinema,2024-09-07 14:32:36
Hocus Pocus,CineStar Plaza,2024-09-11 18:44:23
Obsessed,CineLux,2024-09-08 20:06:20
Rise of the Guardians,CineStar Plaza,2024-08-30 17:15:59
Brothers,Silver Screen Cinema,2024-09-21 04:27:52
Deck the Halls,CineStar Plaza,2024-09-09 02:45:25
Wrath of the Titans,Galaxy Cinema,2024-09-18 00:07:21
Alien,CineLux,2024-09-17 21:58:52
L!fe Happens,Riviera Cinema,2024-09-12 11:14:44
Mambo Italiano,Galaxy Cinema,2024-09-16 17:00:30
Getaway,Grand View Cinema,2024-09-01 10:54:13
All the Boys Love Mandy Lane,Galaxy Cinema,2024-09-15 00:46:54
One Missed Call,Riviera Cinema,2024-09-14 11:27:28
Monsters,Riviera Cinema,2024-09-20 14:09:19
Chaos Theory,Starlight Theatre,2024-09-08 08:43:10
Miss Bala,CineStar Plaza,2024-09-10 03:52:11
Hero,Galaxy Cinema,2024-09-20 21:18:30
One Missed Call,Galaxy Cinema,2024-09-10 04:17:29
Long Weekend,Galaxy Cinema,2024-09-06 02:13:54
Miami Connection,Riviera Cinema,2024-09-25 18:40:13
Bring It On Again,Starlight Theatre,2024-08-31 07:08:22
Happy Feet Two,Silver Screen Cinema,2024-09-20 17:16:18
Distance,CineStar Plaza,2024-09-22 21:32:55
Chasing Amy,Riviera Cinema,2024-09-17 21:21:04
Darkness,CineLux,2024-08-29 11:46:00
Winter's Tale,Grand View Cinema,2024-09-08 10:08:26
Music and Lyrics,Grand View Cinema,2024-09-25 05:07:50
Sugar,Galaxy Cinema,2024-09-09 01:55:46
One Missed Call,Starlight Theatre,2024-09-11 05:43:54
Dredd,Starlight Theatre,2024-09-16 17:53:28
Little Fish,Regal Cinema,2024-09-18 20:29:00
Brokeback Mountain,Galaxy Cinema,2024-09-05 15:44:41
Molly,Regal Cinema,2024-09-04 17:02:16
Lucky You,Regal Cinema,2024-08-29 14:27:52
Amateur,CineLux,2024-09-17 02:10:05
Ghost Rider: Spirit of Vengeance,Grand View Cinema,2024-09-15 20:26:16
Seven Pounds,Galaxy Cinema,2024-09-07 20:49:30
Safety Not Guaranteed,Galaxy Cinema,2024-09-16 17:24:04
Green Light,Silver Screen Cinema,2024-09-13 05:26:31
Children of the Night,CineStar Plaza,2024-09-04 13:22:06
Corpse Bride,Regal Cinema,2024-09-25 10:05:16
Dance with Me,CineStar Plaza,2024-09-02 21:31:41
Fireproof,Grand View Cinema,2024-09-21 20:19:25
Brother,Regal Cinema,2024-09-22 19:32:42
Gamer,Starlight Theatre,2024-09-08 04:58:31
Twice Upon a Time,CineStar Plaza,2024-09-19 17:44:25
Fed Up,CineStar Plaza,2024-09-08 12:28:21
Angus, Thongs and Perfect Snogging,Grand View Cinema,2024-09-04 06:29:03
Little Miss Sunshine,CineStar Plaza,2024-09-18 10:45:38
Looking for Eric,Galaxy Cinema,2024-09-21 22:20:58
Letters to God,CineStar Plaza,2024-09-16 20:02:47
Girl in Progress,CineStar Plaza,2024-09-17 03:34:21
Back to the Future,Silver Screen Cinema,2024-09-21 01:24:41
xXx,Starlight Theatre,2024-09-16 22:19:59
Cousins,Riviera Cinema,2024-09-04 14:48:14
Food, Inc.,Regal Cinema,2024-09-14 05:29:15
Heidi Fleiss: Hollywood Madam,Silver Screen Cinema,2024-09-18 14:38:34
Letters from Iwo Jima,Riviera Cinema,2024-08-30 02:58:46
Transformers: Dark of the Moon,Regal Cinema,2024-09-05 18:39:57
Seven Days in Utopia,Silver Screen Cinema,2024-09-12 11:04:05
G.I. Joe: The Rise of Cobra,Silver Screen Cinema,2024-09-11 21:52:54
2:22,CineLux,2024-09-16 17:09:28
Deep Blue Sea,Regal Cinema,2024-09-18 08:52:31
Her,Riviera Cinema,2024-08-30 06:41:09
April Showers,Regal Cinema,2024-09-12 22:55:29
No End in Sight,CineStar Plaza,2024-08-30 13:33:38
Police Academy 6: City Under Siege,CineStar Plaza,2024-09-22 22:06:57
Blaze,Silver Screen Cinema,2024-09-01 00:37:54
R.I.P.D.,Starlight Theatre,2024-09-12 02:51:30
How to Train Your Dragon 2,CineStar Plaza,2024-09-26 13:02:53
Quick Change,Galaxy Cinema,2024-09-24 06:18:45
Space Jam,Riviera Cinema,2024-09-05 16:03:38
Monty Python and the Holy Grail,CineStar Plaza,2024-09-02 16:01:15
Stand Up Guys,Starlight Theatre,2024-09-03 08:21:42
Ocean's Twelve,Silver Screen Cinema,2024-09-12 00:01:14
Boy A,CineStar Plaza,2024-09-05 03:58:59
Clown,Grand View Cinema,2024-09-10 13:48:44
21 Jump Street,Starlight Theatre,2024-09-02 00:30:15
Above the Rim,Riviera Cinema,2024-09-01 02:33:52
Body Bags,Starlight Theatre,2024-09-26 17:54:07
V/H/S,Regal Cinema,2024-09-12 13:03:44
Set It Off,CineStar Plaza,2024-09-17 14:01:53
Little Fish,Galaxy Cinema,2024-09-13 18:35:46
Fire,Galaxy Cinema,2024-09-26 13:22:23
Girl in Progress,Starlight Theatre,2024-09-22 10:27:15
StreetDance 3D,Grand View Cinema,2024-08-30 07:08:59
Upstream Color,Silver Screen Cinema,2024-09-06 23:34:42
Body of Evidence,Riviera Cinema,2024-08-31 05:09:43
Dallas 362,CineLux,2024-09-17 14:19:58
Captain America: The Winter Soldier,Silver Screen Cinema,2024-09-10 21:51:25
Act of Valor,Silver Screen Cinema,2024-09-05 11:38:00
Guernica,CineLux,2024-09-15 22:26:00
Game 6,Regal Cinema,2024-09-11 13:18:55
Gangster Squad,Regal Cinema,2024-09-16 16:38:22
ChromeSkull: Laid to Rest 2,Regal Cinema,2024-09-04 16:18:17
Che: Part Two,Riviera Cinema,2024-09-06 17:14:39
Seven Pounds,Riviera Cinema,2024-09-02 20:56:00
Step Up 3D,Starlight Theatre,2024-09-10 22:51:12
Man on Wire,Starlight Theatre,2024-09-11 08:04:43
Meet Joe Black,Grand View Cinema,2024-09-16 23:06:04
No Mercy,Silver Screen Cinema,2024-09-21 18:08:56
Dog Tags,Riviera Cinema,2024-09-21 09:06:40
Tinker Tailor Soldier Spy,CineStar Plaza,2024-09-19 06:21:26
Water for Elephants,CineStar Plaza,2024-09-22 02:03:31
Battle: Los Angeles,Silver Screen Cinema,2024-09-10 21:30:58
The Time of Their Lives,CineLux,2024-09-25 07:32:37
Frankenweenie,Grand View Cinema,2024-09-20 01:48:24
White Men Can't Jump,Silver Screen Cinema,2024-09-19 01:54:32
Have Dreams, Will Travel,CineLux,2024-09-15 09:11:06
Feast of Love,Silver Screen Cinema,2024-09-09 03:49:47
On Her Majesty's Secret Service,Grand View Cinema,2024-09-19 14:30:58
Carnage,Silver Screen Cinema,2024-09-10 22:05:21
John Dies at the End,Regal Cinema,2024-09-24 11:25:56
Dredd,Galaxy Cinema,2024-09-04 02:58:52
God's Not Dead,CineStar Plaza,2024-09-07 05:41:21
American Hustle,CineLux,2024-09-20 15:12:06
How Do You Know,Regal Cinema,2024-08-30 18:14:20
Cujo,Riviera Cinema,2024-09-06 03:57:26
Sin City: A Dame to Kill For,Starlight Theatre,2024-09-04 09:28:43
The Gambler,CineLux,2024-09-11 17:32:40
Old Dogs,Riviera Cinema,2024-09-18 13:11:28
Letters from Iwo Jima,Silver Screen Cinema,2024-09-18 22:50:28
Flipped,CineStar Plaza,2024-09-24 13:57:48
American Gangster,Silver Screen Cinema,2024-09-03 06:48:02
Good Boy!,Starlight Theatre,2024-09-01 16:43:09
Selena,Regal Cinema,2024-09-17 06:19:25
Aliens in the Attic,Grand View Cinema,2024-09-07 23:11:37
Insidious,Starlight Theatre,2024-09-09 07:50:53
Mamma Mia!,Grand View Cinema,2024-08-31 04:16:56
Mama's Boy,Regal Cinema,2024-09-07 08:48:17
Selma,CineStar Plaza,2024-09-06 18:00:35
Thor,Regal Cinema,2024-09-06 03:37:30
Tetro,CineLux,2024-09-26 03:12:23
Hall Pass,Galaxy Cinema,2024-09-21 09:45:12
Paranormal Activity,Starlight Theatre,2024-09-02 09:18:27
Hanna,Galaxy Cinema,2024-09-09 13:39:33
Battle in Seattle,Regal Cinema,2024-09-05 13:51:24
Kidulthood,Riviera Cinema,2024-09-13 12:53:11
I'm Still Here,CineStar Plaza,2024-09-07 04:15:08
Pirates of the Caribbean: The Curse of the Black Pearl,Riviera Cinema,2024-09-19 14:35:00
Black Dynamite,Riviera Cinema,2024-09-26 12:58:19
Tracers,Galaxy Cinema,2024-08-30 16:48:17
The Connection,CineStar Plaza,2024-09-04 04:05:53
Harry Potter and the Prisoner of Azkaban,Silver Screen Cinema,2024-08-31 18:31:55
Hello Ladies: The Movie,CineStar Plaza,2024-09-09 00:58:41
Resident Evil,Riviera Cinema,2024-09-12 12:00:39
Stunt Rock,CineStar Plaza,2024-09-11 12:17:15
Tully,Grand View Cinema,2024-09-15 09:34:46
Peter & the Wolf,Grand View Cinema,2024-09-20 07:49:19
Narco Cultura,Galaxy Cinema,2024-09-22 03:35:35
National Treasure,CineStar Plaza,2024-08-29 07:21:02
I, Frankenstein,CineStar Plaza,2024-09-22 07:03:57
Return to Oz,Riviera Cinema,2024-09-05 18:11:23
Colombiana,Silver Screen Cinema,2024-09-17 07:44:49
Shut Up and Play the Hits,Regal Cinema,2024-09-21 23:48:49
Finding Nemo,Silver Screen Cinema,2024-09-17 23:27:15
Across the Universe,Silver Screen Cinema,2024-09-20 13:16:24
Beyond the Valley of the Dolls,Starlight Theatre,2024-09-26 09:31:20
The Inhabited Island,Galaxy Cinema,2024-09-12 08:09:54
Two Weeks in Another Town,CineLux,2024-08-30 15:10:39
Look,Silver Screen Cinema,2024-09-21 07:48:25
Forgetting Sarah Marshall,Grand View Cinema,2024-09-23 01:59:28
Pirates of the Caribbean: The Curse of the Black Pearl,Galaxy Cinema,2024-08-30 05:14:27
2001: A Space Odyssey,Galaxy Cinema,2024-09-10 01:38:06
Light Gradient,CineStar Plaza,2024-09-24 02:25:20
Hatchet,Riviera Cinema,2024-09-19 01:54:02
Sunshine Cleaning,CineLux,2024-09-18 17:13:53
Home Run,Regal Cinema,2024-08-30 22:25:05
Get Low,CineLux,2024-09-10 09:09:03
Lockout,Riviera Cinema,2024-09-16 12:42:08
Four Weddings and a Funeral,Galaxy Cinema,2024-09-22 13:42:41
Gangster Squad,Silver Screen Cinema,2024-09-02 06:54:23
Inception,CineLux,2024-09-06 08:15:01
Quantum of Solace,Grand View Cinema,2024-09-05 06:15:04
Heartless,CineLux,2024-09-09 05:39:20
Demolition Man,CineStar Plaza,2024-09-04 01:25:55
Jewtopia,CineLux,2024-08-31 11:20:00
Fall,Regal Cinema,2024-09-14 22:41:33
In Your Eyes,CineLux,2024-08-30 23:54:56
Gamer,Regal Cinema,2024-09-22 18:53:09
Tabu,Starlight Theatre,2024-09-11 04:18:03
Facing the Giants,Grand View Cinema,2024-08-29 20:03:33
Green Lantern: Emerald Knights,CineStar Plaza,2024-09-05 22:51:58
Guardians of the Galaxy,Silver Screen Cinema,2024-09-13 11:06:35
City of Industry,Galaxy Cinema,2024-09-21 10:02:01
Percy Jackson: Sea of Monsters,Riviera Cinema,2024-09-22 10:31:57
Step Up All In,Regal Cinema,2024-09-21 10:32:35
Insurgent,Starlight Theatre,2024-09-06 23:41:43
Inkheart,CineStar Plaza,2024-09-11 06:23:53
Bright Star,CineStar Plaza,2024-09-04 23:58:12
Thor,CineLux,2024-09-07 11:20:37
Little Men,CineStar Plaza,2024-09-06 14:49:06
The Hearse,Starlight Theatre,2024-09-22 17:59:02
Inception,Grand View Cinema,2024-09-24 05:50:55
Resident Evil,Riviera Cinema,2024-09-15 10:36:39
Dark Journey,Silver Screen Cinema,2024-08-31 10:58:22
Special Delivery,CineLux,2024-09-05 09:58:42
Taken 3,Galaxy Cinema,2024-09-09 00:04:09
30 Days of Night,CineStar Plaza,2024-09-13 19:13:29
We Are Legion: The Story of the Hacktivists,Grand View Cinema,2024-09-08 01:20:19
Lords of Dogtown,Regal Cinema,2024-09-04 17:37:34
Bring It On Again,Regal Cinema,2024-09-01 16:55:09
Beautiful Thing,CineStar Plaza,2024-09-04 11:53:32
Mamma Mia!,Regal Cinema,2024-09-21 04:49:25
Hocus Pocus,CineLux,2024-09-10 12:53:02
Country Strong,Regal Cinema,2024-09-20 03:19:10
Bel Ami,Regal Cinema,2024-09-23 10:21:25
Bill Cunningham New York,Riviera Cinema,2024-08-29 12:39:22
Infamous,Silver Screen Cinema,2024-09-26 11:52:52
Take Me Home Tonight,Grand View Cinema,2024-09-12 09:56:04
Fifty Shades of Grey,CineStar Plaza,2024-09-11 01:46:37
Wilde,Silver Screen Cinema,2024-09-24 23:16:19
Another Cinderella Story,CineLux,2024-09-19 23:59:48
Alan Partridge: Alpha Papa,Galaxy Cinema,2024-09-16 15:40:12
Ouija,Galaxy Cinema,2024-09-01 13:31:00
Private Romeo,Starlight Theatre,2024-09-05 21:42:58
Judy Moody and the Not Bummer Summer,CineLux,2024-09-20 08:39:42
Shall We Dance?,Grand View Cinema,2024-09-19 02:36:09
Mighty Morphin Power Rangers: The Movie,CineLux,2024-09-25 02:54:39
St. Vincent,CineLux,2024-09-20 03:45:12
December Boys,Starlight Theatre,2024-09-18 04:49:52
Gypsy 83,Silver Screen Cinema,2024-09-08 16:48:58
Rise of the Planet of the Apes,Starlight Theatre,2024-09-01 03:52:54
Rocky II,Grand View Cinema,2024-09-08 00:50:36
Green Lantern,Regal Cinema,2024-09-06 22:09:27
American Hustle,Regal Cinema,2024-09-05 10:59:16
Love, Wedding, Marriage,CineLux,2024-08-29 11:14:53
Gangster Squad,Riviera Cinema,2024-09-26 15:08:02
My Little Pony: Equestria Girls,Galaxy Cinema,2024-08-29 13:59:45
Going Down in LA-LA Land,Riviera Cinema,2024-09-16 13:48:44
Enough,Galaxy Cinema,2024-09-10 04:59:05
Licence to Kill,Silver Screen Cinema,2024-09-11 10:07:10
Camouflage,Starlight Theatre,2024-09-19 11:24:40
Exposed,CineLux,2024-09-25 06:04:27
Valentine's Day,CineStar Plaza,2024-09-02 13:44:56
Feast,Silver Screen Cinema,2024-09-21 21:59:05
Batman: Year One,Riviera Cinema,2024-09-22 20:47:07
Wilde,Starlight Theatre,2024-09-14 14:53:14
Life of Pi,CineLux,2024-09-16 08:51:07
Love Happens,Galaxy Cinema,2024-09-12 14:26:37
Maybe Baby,CineStar Plaza,2024-09-11 04:58:47
Dawn of the Planet of the Apes,Grand View Cinema,2024-09-16 19:11:16
Big Miracle,Riviera Cinema,2024-09-25 22:11:14
Constantine,CineStar Plaza,2024-09-03 11:48:07
Hocus Pocus,Riviera Cinema,2024-09-14 15:38:59
Freakonomics,Riviera Cinema,2024-09-12 12:47:22
Punisher: War Zone,Galaxy Cinema,2024-09-14 16:41:03
Star Trek V: The Final Frontier,Galaxy Cinema,2024-09-20 02:49:12
Age of Ice,Regal Cinema,2024-09-02 20:09:24
Atlantis: The Lost Empire,CineStar Plaza,2024-09-09 05:13:04
L!fe Happens,Regal Cinema,2024-09-04 20:38:25
Fathom,Silver Screen Cinema,2024-08-29 03:03:00
Harry Potter and the Deathly Hallows: Part 1,CineStar Plaza,2024-09-10 23:09:30
Exodus: Gods and Kings,CineStar Plaza,2024-09-06 06:28:57
Amigo,CineLux,2024-09-08 01:55:09
The Lego Movie,Starlight Theatre,2024-09-18 22:49:05
Home on the Range,Starlight Theatre,2024-09-13 16:43:06
Life in a Day,Riviera Cinema,2024-09-14 16:38:19
Fireproof,Regal Cinema,2024-09-09 05:45:57
Transformers,Starlight Theatre,2024-09-01 04:49:31
Justice League: Throne of Atlantis,Regal Cinema,2024-09-22 08:27:40
Police Academy,Galaxy Cinema,2024-09-24 12:13:07
Mega Shark vs. Crocosaurus,Galaxy Cinema,2024-09-04 19:45:11
Cherry,Silver Screen Cinema,2024-09-03 19:29:59
White Noise,Riviera Cinema,2024-09-11 17:37:11
Mr Hublot,Regal Cinema,2024-09-17 17:03:30
Before Midnight,Riviera Cinema,2024-09-11 14:27:02
Orgazmo,Riviera Cinema,2024-09-15 22:30:49
Cloud Atlas,Starlight Theatre,2024-09-23 22:29:18
We Are What We Are,Starlight Theatre,2024-09-11 03:23:36
Sphere,Regal Cinema,2024-09-11 03:01:47
Special Delivery,CineStar Plaza,2024-09-04 02:35:19
Star Trek: Nemesis,CineStar Plaza,2024-09-21 22:48:31
Four Weddings and a Funeral,Galaxy Cinema,2024-09-15 06:16:11
The Infinite Man,Galaxy Cinema,2024-09-16 12:11:02
Beverly Hills Cop,Starlight Theatre,2024-09-12 04:51:05
Ocean's Eleven,Starlight Theatre,2024-09-16 21:59:46
Angel Eyes,Riviera Cinema,2024-09-11 04:32:01
Avatar,Galaxy Cinema,2024-09-01 03:37:38
Song of the Sea,Starlight Theatre,2024-09-08 15:44:46
Valentine's Day,CineStar Plaza,2024-09-06 19:21:11
